code,product,desc,price
6504,modular,mauris non ligula pellentesque ultrices phasellus id,54.41
5306,Networked,primis in faucibus orci luctus et ultrices posuere cubilia,91.91
4873,fresh-thinking,at nibh in hac habitasse platea,23.59
4094,foreground,turpis enim blandit mi in porttitor,48.21
3970,demand-driven,sem mauris laoreet ut rhoncus aliquet,54.77
3621,User-friendly,quam sollicitudin vitae consectetuer eget rutrum at lorem,4.84
8583,complexity,erat tortor sollicitudin mi sit amet lobortis,55.83
3541,Profound,integer tincidunt ante vel ipsum,21.2
5351,content-based,proin risus praesent lectus vestibulum quam sapien varius ut blandit,29.48
5590,product,in felis eu sapien cursus,90.89
7742,Robust,vel augue vestibulum rutrum rutrum neque aenean,70.51
9036,composite,orci luctus et ultrices posuere cubilia curae,1.53
1488,Horizontal,donec semper sapien a libero nam dui proin leo odio,96.24
5747,secondary,turpis sed ante vivamus tortor,68.02
6906,asynchronous,vel pede morbi porttitor lorem id ligula suspendisse,26.89
1359,Reduced,in hac habitasse platea dictumst,93.53
1060,Organic,mi in porttitor pede justo eu massa,5.97
2602,Programmable,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,52.59
6444,local,turpis enim blandit mi in porttitor pede justo eu,86.67
8945,methodology,dapibus nulla suscipit ligula in,15.09
8368,superstructure,justo etiam pretium iaculis justo in,58.37
2271,reciprocal,nullam porttitor lacus at turpis donec posuere metus vitae,25.13
2731,actuating,dictumst etiam faucibus cursus urna ut tellus nulla,50.71
3138,Polarised,sem praesent id massa id,57.81
6117,dynamic,lectus suspendisse potenti in eleifend quam a,81.62
2537,systemic,eu interdum eu tincidunt in,19.72
3619,Networked,nulla mollis molestie lorem quisque,37.54
8818,moratorium,urna ut tellus nulla ut,7.89
6552,intranet,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,15.17
4217,Extended,eget semper rutrum nulla nunc,11.65
2848,Graphic Interface,donec posuere metus vitae ipsum aliquam,61.34
3404,Visionary,blandit non interdum in ante vestibulum ante ipsum primis,30.41
9813,clear-thinking,ut erat curabitur gravida nisi at nibh,5.45
1063,eco-centric,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,43.24
8229,discrete,pretium nisl ut volutpat sapien arcu sed augue aliquam erat,8.0
5157,Multi-channelled,condimentum neque sapien placerat ante,95.96
8819,object-oriented,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,14.09
3405,demand-driven,sed tincidunt eu felis fusce posuere felis sed,5.2
2991,moderator,justo sit amet sapien dignissim vestibulum vestibulum ante,73.72
8460,6th generation,vel accumsan tellus nisi eu orci,44.53
2537,responsive,elementum nullam varius nulla facilisi,95.59
6577,Upgradable,in faucibus orci luctus et ultrices posuere cubilia curae donec,91.43
9517,attitude,leo odio condimentum id luctus,50.82
4852,Secured,convallis nunc proin at turpis a,39.83
4697,systematic,sit amet consectetuer adipiscing elit proin risus praesent lectus,81.82
5519,global,urna ut tellus nulla ut erat id mauris vulputate elementum,6.34
8908,logistical,sed tristique in tempus sit amet sem fusce consequat,10.18
7856,Robust,maecenas tristique est et tempus semper est quam pharetra magna,79.17
3569,definition,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,54.07
3521,bifurcated,blandit non interdum in ante vestibulum ante ipsum primis in,62.97
45,leading edge,nulla suscipit ligula in lacus curabitur at ipsum ac,15.62
1112,benchmark,volutpat in congue etiam justo etiam,15.71
4239,customer loyalty,amet sem fusce consequat nulla,70.53
1031,Team-oriented,orci pede venenatis non sodales sed tincidunt eu felis,16.71
8556,web-enabled,metus arcu adipiscing molestie hendrerit at vulputate vitae,4.03
4594,Persistent,montes nascetur ridiculus mus etiam vel augue vestibulum,44.44
7366,optimizing,congue etiam justo etiam pretium,74.8
2883,human-resource,orci vehicula condimentum curabitur in libero ut massa,82.12
318,Open-architected,mauris ullamcorper purus sit amet nulla quisque,20.8
491,strategy,lacinia erat vestibulum sed magna at nunc commodo placerat praesent,60.72
6801,web-enabled,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,63.7
8065,explicit,mus vivamus vestibulum sagittis sapien cum sociis natoque,54.55
4665,Open-architected,duis ac nibh fusce lacus purus aliquet at feugiat,88.44
7559,local area network,ut erat curabitur gravida nisi at nibh,88.78
5885,global,eget elit sodales scelerisque mauris sit amet,60.35
7689,Compatible,magna at nunc commodo placerat praesent blandit,20.47
987,encoding,scelerisque mauris sit amet eros suspendisse,40.77
8368,migration,justo lacinia eget tincidunt eget tempus vel pede,25.91
5217,implementation,nibh ligula nec sem duis aliquam,56.83
1966,tertiary,justo eu massa donec dapibus duis,49.36
9332,Inverse,nullam varius nulla facilisi cras non velit nec nisi vulputate,46.33
1701,transitional,egestas metus aenean fermentum donec ut,92.16
3208,archive,at feugiat non pretium quis lectus,17.22
4799,empowering,iaculis congue vivamus metus arcu adipiscing molestie,49.7
5021,directional,aenean fermentum donec ut mauris eget massa tempor,74.66
9887,Front-line,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,52.32
398,Configurable,eu massa donec dapibus duis,97.67
9802,array,nullam sit amet turpis elementum ligula vehicula consequat,16.39
2224,orchestration,penatibus et magnis dis parturient montes nascetur,44.02
8139,object-oriented,id consequat in consequat ut nulla sed accumsan felis,83.06
1791,Polarised,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,97.61
8910,data-warehouse,justo nec condimentum neque sapien placerat ante nulla justo,25.29
2877,adapter,ultrices erat tortor sollicitudin mi,60.95
9149,Monitored,erat quisque erat eros viverra eget congue,10.57
9111,Digitized,sit amet justo morbi ut odio cras mi pede malesuada,89.8
5428,hardware,viverra diam vitae quam suspendisse potenti nullam porttitor lacus,3.18
6397,Expanded,quis augue luctus tincidunt nulla mollis molestie lorem quisque,10.64
9715,Function-based,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,75.89
7331,knowledge base,ultricies eu nibh quisque id justo sit amet sapien dignissim,28.75
3227,Centralized,suspendisse potenti cras in purus eu magna vulputate luctus cum,82.17
480,Future-proofed,vestibulum velit id pretium iaculis diam erat fermentum justo,91.46
868,3rd generation,gravida sem praesent id massa id nisl venenatis,33.97
269,full-range,quam a odio in hac,52.07
271,local,congue etiam justo etiam pretium,97.59
5257,solution,consequat dui nec nisi volutpat eleifend donec ut dolor morbi,75.52
7006,workforce,viverra diam vitae quam suspendisse potenti nullam,76.11
2938,Diverse,leo rhoncus sed vestibulum sit amet cursus id turpis,11.91
57,scalable,dolor vel est donec odio justo sollicitudin ut suscipit a,97.4
9888,encoding,augue aliquam erat volutpat in congue etiam,42.32
7932,Advanced,maecenas tincidunt lacus at velit,78.0
9390,project,nunc proin at turpis a pede posuere nonummy integer non,3.59
7247,exuding,viverra eget congue eget semper rutrum nulla nunc purus phasellus,39.28
511,user-facing,luctus et ultrices posuere cubilia curae nulla,36.49
2229,3rd generation,felis eu sapien cursus vestibulum proin eu mi nulla ac,4.19
9782,upward-trending,turpis adipiscing lorem vitae mattis nibh ligula nec,16.95
4906,value-added,orci luctus et ultrices posuere cubilia curae mauris viverra,16.19
6984,matrix,non interdum in ante vestibulum ante ipsum primis in,29.71
6181,workforce,integer a nibh in quis justo maecenas rhoncus,56.46
6165,object-oriented,magna vestibulum aliquet ultrices erat tortor sollicitudin,98.78
7378,Face to face,et commodo vulputate justo in blandit ultrices,56.95
8391,national,vel enim sit amet nunc viverra dapibus nulla suscipit,25.8
4191,Focused,orci nullam molestie nibh in lectus,87.09
7582,Front-line,fermentum justo nec condimentum neque sapien placerat,7.53
8921,Synergistic,quisque arcu libero rutrum ac lobortis vel dapibus at diam,45.01
7380,asynchronous,magna at nunc commodo placerat praesent blandit nam,90.2
8193,Grass-roots,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,17.3
1563,Customizable,lorem quisque ut erat curabitur,16.65
3063,non-volatile,porttitor pede justo eu massa donec dapibus,91.05
6372,open system,imperdiet et commodo vulputate justo in blandit ultrices enim,74.77
5481,3rd generation,mi nulla ac enim in tempor turpis nec euismod,57.15
2231,capability,blandit non interdum in ante vestibulum,72.45
6226,Multi-layered,lorem id ligula suspendisse ornare consequat lectus,94.37
2886,Upgradable,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,62.24
8480,functionalities,pharetra magna vestibulum aliquet ultrices erat,16.45
3143,demand-driven,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,39.66
4643,Programmable,neque vestibulum eget vulputate ut ultrices vel augue vestibulum,67.78
7620,Graphic Interface,in blandit ultrices enim lorem ipsum dolor,64.16
2455,task-force,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,32.86
1239,Ameliorated,lorem ipsum dolor sit amet consectetuer,51.02
9515,Object-based,at nulla suspendisse potenti cras in purus,5.96
1477,Organic,id consequat in consequat ut nulla sed accumsan felis ut,6.86
1845,hierarchy,venenatis tristique fusce congue diam id ornare imperdiet sapien,51.67
1202,Graphical User Interface,tellus in sagittis dui vel,67.92
5884,Persevering,magna vestibulum aliquet ultrices erat tortor sollicitudin mi,64.95
2856,local area network,erat tortor sollicitudin mi sit amet lobortis sapien sapien,6.65
4975,Up-sized,diam in magna bibendum imperdiet nullam orci pede venenatis non,68.91
5322,neutral,vulputate ut ultrices vel augue vestibulum ante ipsum primis,89.79
6420,Programmable,velit eu est congue elementum in,6.5
1194,bifurcated,curabitur at ipsum ac tellus semper interdum,76.14
9246,intangible,quis orci nullam molestie nibh,91.87
743,Phased,habitasse platea dictumst morbi vestibulum velit id pretium,75.52
6944,Team-oriented,id ligula suspendisse ornare consequat lectus in est risus,42.28
1793,Reactive,id lobortis convallis tortor risus dapibus augue,86.13
6219,Customizable,nulla ultrices aliquet maecenas leo odio condimentum,36.15
7484,Future-proofed,praesent blandit lacinia erat vestibulum sed magna,12.64
2799,Assimilated,diam vitae quam suspendisse potenti,31.86
3180,ability,natoque penatibus et magnis dis parturient montes nascetur ridiculus,60.78
6767,success,leo pellentesque ultrices mattis odio donec vitae nisi,91.76
2186,hierarchy,nonummy maecenas tincidunt lacus at velit vivamus,78.24
933,tertiary,justo eu massa donec dapibus duis at velit eu,17.65
9166,Ameliorated,nulla tempus vivamus in felis,48.47
3326,Operative,curabitur gravida nisi at nibh in hac habitasse,44.91
1971,even-keeled,lorem ipsum dolor sit amet,66.4
3902,customer loyalty,lectus in quam fringilla rhoncus mauris,18.08
8015,Innovative,volutpat quam pede lobortis ligula sit amet,52.6
