code,date,clientID,resTaxID,status
616493,2019-06-24 06:35:53,30449,73927,DELIVERED
692841,2018-07-10 19:37:02,43195,45865,SHIPPED
828238,2019-03-16 17:55:09,49738,59614,SHIPPED
204224,2019-02-07 15:17:04,82731,13726,DELIVERED
301745,2020-07-02 09:09:58,3218,66404,IN_PROCESS
431050,2017-10-26 07:58:38,72155,11296,SHIPPED
654782,2018-04-05 00:52:31,26861,44214,SHIPPED
47184,2019-08-20 15:41:00,38477,39034,REQUESTED
297619,2018-09-25 08:06:26,32569,85642,DELIVERED
855200,2018-08-09 07:13:05,88277,74593,IN_PROCESS
993207,2019-04-18 22:46:07,39305,97882,IN_PROCESS
471595,2018-12-26 21:25:01,42793,90698,IN_PROCESS
167252,2019-12-03 22:15:45,2573,84459,IN_PROCESS
295425,2018-03-02 00:42:11,53659,51688,SHIPPED
378953,2018-04-12 08:25:14,3051,32142,REQUESTED
911364,2020-09-06 01:21:27,40620,61712,DELIVERED
358504,2018-09-01 12:40:03,46710,32843,IN_PROCESS
627388,2020-03-01 14:09:07,22673,90283,DELIVERED
30466,2020-04-10 15:38:11,56932,52655,DELIVERED
751650,2020-05-07 16:48:15,66334,87403,REQUESTED
160973,2020-03-06 21:13:37,65302,27833,DELIVERED
930332,2019-06-26 16:26:16,96440,49968,SHIPPED
268386,2020-03-15 15:38:40,34165,33071,IN_PROCESS
496844,2018-12-24 13:31:07,28519,82585,REQUESTED
516640,2020-03-14 10:39:41,8694,27980,REQUESTED
945244,2017-09-25 22:43:21,71982,88379,DELIVERED
58996,2017-12-27 09:21:15,14546,73077,SHIPPED
988750,2017-10-01 02:49:14,32927,46604,SHIPPED
676619,2019-05-26 02:03:12,17384,87069,REQUESTED
133788,2020-03-17 09:08:41,57625,24784,DELIVERED
856627,2018-03-25 04:39:03,89713,36597,IN_PROCESS
590141,2018-12-25 17:50:34,65367,34457,SHIPPED
200237,2019-10-18 23:56:54,71704,73814,SHIPPED
974170,2018-06-05 02:55:33,72648,83764,REQUESTED
566345,2018-10-05 09:13:36,12081,20298,IN_PROCESS
500123,2018-01-28 14:48:01,65279,95685,SHIPPED
818390,2019-03-11 22:46:00,99796,90251,IN_PROCESS
794766,2018-11-11 15:53:28,51136,40776,REQUESTED
540594,2019-08-12 06:17:53,93254,44834,DELIVERED
281882,2019-10-23 09:32:13,36719,40053,IN_PROCESS
418857,2019-02-19 07:09:17,29388,50524,SHIPPED
746815,2018-12-23 09:37:10,71066,22386,REQUESTED
729412,2018-11-15 15:37:44,85884,29465,SHIPPED
450306,2019-10-28 10:32:31,92800,22386,DELIVERED
409474,2018-01-24 07:34:47,60962,55201,IN_PROCESS
378691,2019-01-29 02:26:49,83610,90948,DELIVERED
307320,2018-12-25 15:33:54,4329,2706,IN_PROCESS
78016,2018-11-08 09:54:57,17033,10149,SHIPPED
548455,2020-09-02 16:56:55,60202,4772,IN_PROCESS
307675,2018-10-12 04:24:53,97343,24135,REQUESTED
398425,2019-12-28 12:22:53,25420,2965,IN_PROCESS
919054,2020-05-19 11:29:32,4312,18485,DELIVERED
756042,2020-03-02 02:37:13,62961,79791,SHIPPED
31024,2019-05-14 17:03:52,86634,24465,DELIVERED
